rowid,SPCD,COUNTYCD,COUNT,FIA Code,Common Name,Genus,Species
1,12.0,1,3958,12,balsam fir,Abies,balsamea
2,12.0,3,1,12,balsam fir,Abies,balsamea
3,12.0,5,1218,12,balsam fir,Abies,balsamea
4,12.0,7,5571,12,balsam fir,Abies,balsamea
5,12.0,17,3414,12,balsam fir,Abies,balsamea
6,12.0,21,3631,12,balsam fir,Abies,balsamea
7,12.0,29,1526,12,balsam fir,Abies,balsamea
8,12.0,31,15579,12,balsam fir,Abies,balsamea
9,12.0,35,742,12,balsam fir,Abies,balsamea
10,12.0,57,1325,12,balsam fir,Abies,balsamea
11,12.0,61,17087,12,balsam fir,Abies,balsamea
12,12.0,65,43,12,balsam fir,Abies,balsamea
13,12.0,71,22408,12,balsam fir,Abies,balsamea
14,12.0,75,19671,12,balsam fir,Abies,balsamea
15,12.0,77,4010,12,balsam fir,Abies,balsamea
16,12.0,87,140,12,balsam fir,Abies,balsamea
17,12.0,89,260,12,balsam fir,Abies,balsamea
18,12.0,95,10,12,balsam fir,Abies,balsamea
19,12.0,97,2,12,balsam fir,Abies,balsamea
20,12.0,111,38,12,balsam fir,Abies,balsamea
21,12.0,115,1185,12,balsam fir,Abies,balsamea
22,12.0,119,11,12,balsam fir,Abies,balsamea
23,12.0,135,993,12,balsam fir,Abies,balsamea
24,12.0,137,44006,12,balsam fir,Abies,balsamea
25,12.0,153,22,12,balsam fir,Abies,balsamea
26,12.0,159,87,12,balsam fir,Abies,balsamea
27,12.0,163,12,12,balsam fir,Abies,balsamea
28,16.0,163,1,16,Fraser fir,Abies,fraseri
29,68.0,1,8,68,eastern redcedar,Juniperus,virginiana
30,68.0,3,17,68,eastern redcedar,Juniperus,virginiana
31,68.0,9,25,68,eastern redcedar,Juniperus,virginiana
32,68.0,13,84,68,eastern redcedar,Juniperus,virginiana
33,68.0,15,8,68,eastern redcedar,Juniperus,virginiana
34,68.0,19,71,68,eastern redcedar,Juniperus,virginiana
35,68.0,25,63,68,eastern redcedar,Juniperus,virginiana
36,68.0,37,26,68,eastern redcedar,Juniperus,virginiana
37,68.0,39,4,68,eastern redcedar,Juniperus,virginiana
38,68.0,45,129,68,eastern redcedar,Juniperus,virginiana
39,68.0,49,155,68,eastern redcedar,Juniperus,virginiana
40,68.0,53,29,68,eastern redcedar,Juniperus,virginiana
41,68.0,55,374,68,eastern redcedar,Juniperus,virginiana
42,68.0,59,35,68,eastern redcedar,Juniperus,virginiana
43,68.0,67,135,68,eastern redcedar,Juniperus,virginiana
44,68.0,79,19,68,eastern redcedar,Juniperus,virginiana
45,68.0,85,5,68,eastern redcedar,Juniperus,virginiana
46,68.0,95,3,68,eastern redcedar,Juniperus,virginiana
47,68.0,97,161,68,eastern redcedar,Juniperus,virginiana
48,68.0,109,89,68,eastern redcedar,Juniperus,virginiana
49,68.0,121,3,68,eastern redcedar,Juniperus,virginiana
50,68.0,127,230,68,eastern redcedar,Juniperus,virginiana
51,68.0,131,7,68,eastern redcedar,Juniperus,virginiana
52,68.0,137,9,68,eastern redcedar,Juniperus,virginiana
53,68.0,139,31,68,eastern redcedar,Juniperus,virginiana
54,68.0,141,46,68,eastern redcedar,Juniperus,virginiana
55,68.0,143,10,68,eastern redcedar,Juniperus,virginiana
56,68.0,145,57,68,eastern redcedar,Juniperus,virginiana
57,68.0,151,18,68,eastern redcedar,Juniperus,virginiana
58,68.0,153,2,68,eastern redcedar,Juniperus,virginiana
59,68.0,157,91,68,eastern redcedar,Juniperus,virginiana
60,68.0,163,87,68,eastern redcedar,Juniperus,virginiana
61,68.0,169,88,68,eastern redcedar,Juniperus,virginiana
62,68.0,171,64,68,eastern redcedar,Juniperus,virginiana
63,68.0,173,56,68,eastern redcedar,Juniperus,virginiana
64,70.0,1,1,70,larch spp.,Larix,spp.
65,70.0,7,1,70,larch spp.,Larix,spp.
66,70.0,61,1,70,larch spp.,Larix,spp.
67,70.0,75,1,70,larch spp.,Larix,spp.
68,71.0,1,6780,71,tamarack,Larix,laricina
69,71.0,3,89,71,tamarack,Larix,laricina
70,71.0,5,1526,71,tamarack,Larix,laricina
71,71.0,7,6662,71,tamarack,Larix,laricina
72,71.0,17,1402,71,tamarack,Larix,laricina
73,71.0,19,2,71,tamarack,Larix,laricina
74,71.0,21,3146,71,tamarack,Larix,laricina
75,71.0,25,110,71,tamarack,Larix,laricina
76,71.0,29,832,71,tamarack,Larix,laricina
77,71.0,31,275,71,tamarack,Larix,laricina
78,71.0,35,743,71,tamarack,Larix,laricina
79,71.0,41,79,71,tamarack,Larix,laricina
80,71.0,57,534,71,tamarack,Larix,laricina
81,71.0,59,221,71,tamarack,Larix,laricina
82,71.0,61,5901,71,tamarack,Larix,laricina
83,71.0,65,123,71,tamarack,Larix,laricina
84,71.0,71,14150,71,tamarack,Larix,laricina
85,71.0,75,1564,71,tamarack,Larix,laricina
86,71.0,77,7863,71,tamarack,Larix,laricina
87,71.0,87,104,71,tamarack,Larix,laricina
88,71.0,89,158,71,tamarack,Larix,laricina
89,71.0,95,264,71,tamarack,Larix,laricina
90,71.0,97,487,71,tamarack,Larix,laricina
91,71.0,111,526,71,tamarack,Larix,laricina
92,71.0,115,917,71,tamarack,Larix,laricina
93,71.0,119,120,71,tamarack,Larix,laricina
94,71.0,135,1657,71,tamarack,Larix,laricina
95,71.0,137,11873,71,tamarack,Larix,laricina
96,71.0,145,137,71,tamarack,Larix,laricina
97,71.0,153,215,71,tamarack,Larix,laricina
98,71.0,159,158,71,tamarack,Larix,laricina
99,71.0,163,8,71,tamarack,Larix,laricina
100,91.0,157,24,91,Norway spruce,Picea,abies
101,91.0,163,1,91,Norway spruce,Picea,abies
102,94.0,1,417,94,white spruce,Picea,glauca
103,94.0,3,20,94,white spruce,Picea,glauca
104,94.0,5,257,94,white spruce,Picea,glauca
105,94.0,7,997,94,white spruce,Picea,glauca
106,94.0,9,18,94,white spruce,Picea,glauca
107,94.0,15,2,94,white spruce,Picea,glauca
108,94.0,17,504,94,white spruce,Picea,glauca
109,94.0,21,535,94,white spruce,Picea,glauca
110,94.0,29,314,94,white spruce,Picea,glauca
111,94.0,31,3829,94,white spruce,Picea,glauca
112,94.0,35,91,94,white spruce,Picea,glauca
113,94.0,37,12,94,white spruce,Picea,glauca
114,94.0,41,9,94,white spruce,Picea,glauca
115,94.0,49,21,94,white spruce,Picea,glauca
116,94.0,51,21,94,white spruce,Picea,glauca
117,94.0,57,248,94,white spruce,Picea,glauca
118,94.0,59,59,94,white spruce,Picea,glauca
119,94.0,61,1710,94,white spruce,Picea,glauca
120,94.0,65,80,94,white spruce,Picea,glauca
121,94.0,67,38,94,white spruce,Picea,glauca
122,94.0,71,2933,94,white spruce,Picea,glauca
123,94.0,75,3143,94,white spruce,Picea,glauca
124,94.0,77,374,94,white spruce,Picea,glauca
125,94.0,79,2,94,white spruce,Picea,glauca
126,94.0,85,3,94,white spruce,Picea,glauca
127,94.0,87,97,94,white spruce,Picea,glauca
128,94.0,89,24,94,white spruce,Picea,glauca
129,94.0,95,15,94,white spruce,Picea,glauca
130,94.0,97,45,94,white spruce,Picea,glauca
131,94.0,99,86,94,white spruce,Picea,glauca
132,94.0,111,153,94,white spruce,Picea,glauca
133,94.0,115,191,94,white spruce,Picea,glauca
134,94.0,119,5,94,white spruce,Picea,glauca
135,94.0,135,370,94,white spruce,Picea,glauca
136,94.0,137,4282,94,white spruce,Picea,glauca
137,94.0,141,22,94,white spruce,Picea,glauca
138,94.0,145,15,94,white spruce,Picea,glauca
139,94.0,153,16,94,white spruce,Picea,glauca
140,94.0,157,51,94,white spruce,Picea,glauca
141,94.0,159,32,94,white spruce,Picea,glauca
142,94.0,163,2,94,white spruce,Picea,glauca
143,94.0,169,11,94,white spruce,Picea,glauca
144,95.0,1,5548,95,black spruce,Picea,mariana
145,95.0,5,408,95,black spruce,Picea,mariana
146,95.0,7,5011,95,black spruce,Picea,mariana
147,95.0,17,1612,95,black spruce,Picea,mariana
148,95.0,21,1412,95,black spruce,Picea,mariana
149,95.0,29,334,95,black spruce,Picea,mariana
150,95.0,31,6723,95,black spruce,Picea,mariana
151,95.0,35,325,95,black spruce,Picea,mariana
152,95.0,41,4,95,black spruce,Picea,mariana
153,95.0,57,447,95,black spruce,Picea,mariana
154,95.0,59,199,95,black spruce,Picea,mariana
155,95.0,61,10589,95,black spruce,Picea,mariana
156,95.0,65,49,95,black spruce,Picea,mariana
157,95.0,71,36733,95,black spruce,Picea,mariana
158,95.0,75,16955,95,black spruce,Picea,mariana
159,95.0,77,8662,95,black spruce,Picea,mariana
160,95.0,87,9,95,black spruce,Picea,mariana
161,95.0,89,312,95,black spruce,Picea,mariana
162,95.0,95,170,95,black spruce,Picea,mariana
163,95.0,97,2,95,black spruce,Picea,mariana
164,95.0,111,10,95,black spruce,Picea,mariana
165,95.0,115,1733,95,black spruce,Picea,mariana
166,95.0,135,1033,95,black spruce,Picea,mariana
167,95.0,137,39245,95,black spruce,Picea,mariana
168,95.0,159,52,95,black spruce,Picea,mariana
169,96.0,41,2,96,blue spruce,Picea,pungens
170,96.0,49,3,96,blue spruce,Picea,pungens
171,96.0,85,5,96,blue spruce,Picea,pungens
172,96.0,137,1,96,blue spruce,Picea,pungens
173,96.0,141,4,96,blue spruce,Picea,pungens
174,105.0,1,209,105,jack pine,Pinus,banksiana
175,105.0,3,6,105,jack pine,Pinus,banksiana
176,105.0,5,1120,105,jack pine,Pinus,banksiana
177,105.0,7,2853,105,jack pine,Pinus,banksiana
178,105.0,9,18,105,jack pine,Pinus,banksiana
179,105.0,17,80,105,jack pine,Pinus,banksiana
180,105.0,21,4266,105,jack pine,Pinus,banksiana
181,105.0,29,505,105,jack pine,Pinus,banksiana
182,105.0,31,2064,105,jack pine,Pinus,banksiana
183,105.0,35,2026,105,jack pine,Pinus,banksiana
184,105.0,37,96,105,jack pine,Pinus,banksiana
185,105.0,49,4,105,jack pine,Pinus,banksiana
186,105.0,57,4606,105,jack pine,Pinus,banksiana
187,105.0,59,5,105,jack pine,Pinus,banksiana
188,105.0,61,2639,105,jack pine,Pinus,banksiana
189,105.0,65,4,105,jack pine,Pinus,banksiana
190,105.0,71,2098,105,jack pine,Pinus,banksiana
191,105.0,75,3723,105,jack pine,Pinus,banksiana
192,105.0,77,2259,105,jack pine,Pinus,banksiana
193,105.0,87,130,105,jack pine,Pinus,banksiana
194,105.0,95,157,105,jack pine,Pinus,banksiana
195,105.0,97,124,105,jack pine,Pinus,banksiana
196,105.0,111,25,105,jack pine,Pinus,banksiana
197,105.0,115,654,105,jack pine,Pinus,banksiana
198,105.0,119,8,105,jack pine,Pinus,banksiana
199,105.0,135,1169,105,jack pine,Pinus,banksiana
200,105.0,137,8062,105,jack pine,Pinus,banksiana
201,105.0,141,12,105,jack pine,Pinus,banksiana
202,105.0,153,168,105,jack pine,Pinus,banksiana
203,105.0,159,2290,105,jack pine,Pinus,banksiana
204,122.0,9,30,122,ponderosa pine,Pinus,ponderosa
205,122.0,59,11,122,ponderosa pine,Pinus,ponderosa
206,125.0,1,755,125,red pine,Pinus,resinosa
207,125.0,3,228,125,red pine,Pinus,resinosa
208,125.0,5,568,125,red pine,Pinus,resinosa
209,125.0,7,1807,125,red pine,Pinus,resinosa
210,125.0,9,251,125,red pine,Pinus,resinosa
211,125.0,17,930,125,red pine,Pinus,resinosa
212,125.0,21,4291,125,red pine,Pinus,resinosa
213,125.0,25,186,125,red pine,Pinus,resinosa
214,125.0,29,445,125,red pine,Pinus,resinosa
215,125.0,31,1650,125,red pine,Pinus,resinosa
216,125.0,35,1772,125,red pine,Pinus,resinosa
217,125.0,37,40,125,red pine,Pinus,resinosa
218,125.0,45,28,125,red pine,Pinus,resinosa
219,125.0,49,16,125,red pine,Pinus,resinosa
220,125.0,51,26,125,red pine,Pinus,resinosa
221,125.0,55,143,125,red pine,Pinus,resinosa
222,125.0,57,2753,125,red pine,Pinus,resinosa
223,125.0,59,262,125,red pine,Pinus,resinosa
224,125.0,61,5673,125,red pine,Pinus,resinosa
225,125.0,65,50,125,red pine,Pinus,resinosa
226,125.0,67,20,125,red pine,Pinus,resinosa
227,125.0,71,1698,125,red pine,Pinus,resinosa
228,125.0,75,2331,125,red pine,Pinus,resinosa
229,125.0,77,400,125,red pine,Pinus,resinosa
230,125.0,87,250,125,red pine,Pinus,resinosa
231,125.0,89,4,125,red pine,Pinus,resinosa
232,125.0,95,13,125,red pine,Pinus,resinosa
233,125.0,97,642,125,red pine,Pinus,resinosa
234,125.0,109,18,125,red pine,Pinus,resinosa
235,125.0,111,353,125,red pine,Pinus,resinosa
236,125.0,115,1172,125,red pine,Pinus,resinosa
237,125.0,119,18,125,red pine,Pinus,resinosa
238,125.0,121,122,125,red pine,Pinus,resinosa
239,125.0,135,701,125,red pine,Pinus,resinosa
240,125.0,137,6529,125,red pine,Pinus,resinosa
241,125.0,141,594,125,red pine,Pinus,resinosa
242,125.0,153,98,125,red pine,Pinus,resinosa
243,125.0,157,46,125,red pine,Pinus,resinosa
244,125.0,159,1073,125,red pine,Pinus,resinosa
245,125.0,163,217,125,red pine,Pinus,resinosa
246,125.0,169,26,125,red pine,Pinus,resinosa
247,129.0,1,207,129,eastern white pine,Pinus,strobus
248,129.0,3,38,129,eastern white pine,Pinus,strobus
249,129.0,5,231,129,eastern white pine,Pinus,strobus
250,129.0,7,550,129,eastern white pine,Pinus,strobus
251,129.0,17,242,129,eastern white pine,Pinus,strobus
252,129.0,21,1253,129,eastern white pine,Pinus,strobus
253,129.0,25,92,129,eastern white pine,Pinus,strobus
254,129.0,29,188,129,eastern white pine,Pinus,strobus
255,129.0,31,722,129,eastern white pine,Pinus,strobus
256,129.0,35,299,129,eastern white pine,Pinus,strobus
257,129.0,37,20,129,eastern white pine,Pinus,strobus
258,129.0,45,30,129,eastern white pine,Pinus,strobus
259,129.0,49,31,129,eastern white pine,Pinus,strobus
260,129.0,51,26,129,eastern white pine,Pinus,strobus
261,129.0,55,11,129,eastern white pine,Pinus,strobus
262,129.0,57,381,129,eastern white pine,Pinus,strobus
263,129.0,59,32,129,eastern white pine,Pinus,strobus
264,129.0,61,850,129,eastern white pine,Pinus,strobus
265,129.0,65,47,129,eastern white pine,Pinus,strobus
266,129.0,71,348,129,eastern white pine,Pinus,strobus
267,129.0,75,780,129,eastern white pine,Pinus,strobus
268,129.0,77,18,129,eastern white pine,Pinus,strobus
269,129.0,87,23,129,eastern white pine,Pinus,strobus
270,129.0,95,10,129,eastern white pine,Pinus,strobus
271,129.0,97,319,129,eastern white pine,Pinus,strobus
272,129.0,99,3,129,eastern white pine,Pinus,strobus
273,129.0,109,11,129,eastern white pine,Pinus,strobus
274,129.0,111,81,129,eastern white pine,Pinus,strobus
275,129.0,115,381,129,eastern white pine,Pinus,strobus
276,129.0,119,6,129,eastern white pine,Pinus,strobus
277,129.0,135,1,129,eastern white pine,Pinus,strobus
278,129.0,137,3807,129,eastern white pine,Pinus,strobus
279,129.0,139,1,129,eastern white pine,Pinus,strobus
280,129.0,141,67,129,eastern white pine,Pinus,strobus
281,129.0,145,24,129,eastern white pine,Pinus,strobus
282,129.0,153,7,129,eastern white pine,Pinus,strobus
283,129.0,157,200,129,eastern white pine,Pinus,strobus
284,129.0,159,207,129,eastern white pine,Pinus,strobus
285,129.0,163,51,129,eastern white pine,Pinus,strobus
286,129.0,169,195,129,eastern white pine,Pinus,strobus
287,130.0,3,5,130,Scotch pine,Pinus,sylvestris
288,130.0,9,84,130,Scotch pine,Pinus,sylvestris
289,130.0,17,3,130,Scotch pine,Pinus,sylvestris
290,130.0,25,25,130,Scotch pine,Pinus,sylvestris
291,130.0,35,1,130,Scotch pine,Pinus,sylvestris
292,130.0,55,2,130,Scotch pine,Pinus,sylvestris
293,130.0,57,15,130,Scotch pine,Pinus,sylvestris
294,130.0,59,8,130,Scotch pine,Pinus,sylvestris
295,130.0,61,18,130,Scotch pine,Pinus,sylvestris
296,130.0,67,47,130,Scotch pine,Pinus,sylvestris
297,130.0,77,1,130,Scotch pine,Pinus,sylvestris
298,130.0,97,27,130,Scotch pine,Pinus,sylvestris
299,130.0,109,7,130,Scotch pine,Pinus,sylvestris
300,130.0,111,28,130,Scotch pine,Pinus,sylvestris
301,130.0,115,65,130,Scotch pine,Pinus,sylvestris
302,130.0,121,1,130,Scotch pine,Pinus,sylvestris
303,130.0,135,6,130,Scotch pine,Pinus,sylvestris
304,130.0,137,40,130,Scotch pine,Pinus,sylvestris
305,130.0,141,123,130,Scotch pine,Pinus,sylvestris
306,130.0,145,6,130,Scotch pine,Pinus,sylvestris
307,130.0,163,1,130,Scotch pine,Pinus,sylvestris
308,130.0,169,10,130,Scotch pine,Pinus,sylvestris
309,136.0,19,25,136,Austrian pine,Pinus,nigra
310,136.0,45,4,136,Austrian pine,Pinus,nigra
311,241.0,1,1438,241,northern white-cedar,Thuja,occidentalis
312,241.0,7,9868,241,northern white-cedar,Thuja,occidentalis
313,241.0,17,602,241,northern white-cedar,Thuja,occidentalis
314,241.0,19,377,241,northern white-cedar,Thuja,occidentalis
315,241.0,21,4087,241,northern white-cedar,Thuja,occidentalis
316,241.0,25,2,241,northern white-cedar,Thuja,occidentalis
317,241.0,29,563,241,northern white-cedar,Thuja,occidentalis
318,241.0,31,5128,241,northern white-cedar,Thuja,occidentalis
319,241.0,35,319,241,northern white-cedar,Thuja,occidentalis
320,241.0,57,108,241,northern white-cedar,Thuja,occidentalis
321,241.0,61,8433,241,northern white-cedar,Thuja,occidentalis
322,241.0,71,29025,241,northern white-cedar,Thuja,occidentalis
323,241.0,75,5797,241,northern white-cedar,Thuja,occidentalis
324,241.0,77,5004,241,northern white-cedar,Thuja,occidentalis
325,241.0,79,18,241,northern white-cedar,Thuja,occidentalis
326,241.0,115,1,241,northern white-cedar,Thuja,occidentalis
327,241.0,135,430,241,northern white-cedar,Thuja,occidentalis
328,241.0,137,11716,241,northern white-cedar,Thuja,occidentalis
329,241.0,169,4,241,northern white-cedar,Thuja,occidentalis
330,299.0,35,2,299,unknown dead conifer,Tree,evergreen
331,299.0,61,2,299,unknown dead conifer,Tree,evergreen
332,313.0,1,135,313,boxelder,Acer,negundo
333,313.0,3,115,313,boxelder,Acer,negundo
334,313.0,5,313,313,boxelder,Acer,negundo
335,313.0,7,326,313,boxelder,Acer,negundo
336,313.0,9,133,313,boxelder,Acer,negundo
337,313.0,11,19,313,boxelder,Acer,negundo
338,313.0,13,152,313,boxelder,Acer,negundo
339,313.0,15,90,313,boxelder,Acer,negundo
340,313.0,17,12,313,boxelder,Acer,negundo
341,313.0,19,183,313,boxelder,Acer,negundo
342,313.0,21,173,313,boxelder,Acer,negundo
343,313.0,23,123,313,boxelder,Acer,negundo
344,313.0,25,160,313,boxelder,Acer,negundo
345,313.0,27,252,313,boxelder,Acer,negundo
346,313.0,29,79,313,boxelder,Acer,negundo
347,313.0,33,129,313,boxelder,Acer,negundo
348,313.0,35,56,313,boxelder,Acer,negundo
349,313.0,37,279,313,boxelder,Acer,negundo
350,313.0,39,135,313,boxelder,Acer,negundo
351,313.0,41,158,313,boxelder,Acer,negundo
352,313.0,43,37,313,boxelder,Acer,negundo
353,313.0,45,642,313,boxelder,Acer,negundo
354,313.0,47,5,313,boxelder,Acer,negundo
355,313.0,49,653,313,boxelder,Acer,negundo
356,313.0,51,40,313,boxelder,Acer,negundo
357,313.0,53,153,313,boxelder,Acer,negundo
358,313.0,55,351,313,boxelder,Acer,negundo
359,313.0,57,4,313,boxelder,Acer,negundo
360,313.0,59,163,313,boxelder,Acer,negundo
361,313.0,61,46,313,boxelder,Acer,negundo
362,313.0,63,22,313,boxelder,Acer,negundo
363,313.0,65,29,313,boxelder,Acer,negundo
364,313.0,67,221,313,boxelder,Acer,negundo
365,313.0,69,222,313,boxelder,Acer,negundo
366,313.0,71,335,313,boxelder,Acer,negundo
367,313.0,73,170,313,boxelder,Acer,negundo
368,313.0,77,12,313,boxelder,Acer,negundo
369,313.0,79,393,313,boxelder,Acer,negundo
370,313.0,81,4,313,boxelder,Acer,negundo
371,313.0,83,94,313,boxelder,Acer,negundo
372,313.0,85,144,313,boxelder,Acer,negundo
373,313.0,87,165,313,boxelder,Acer,negundo
374,313.0,89,360,313,boxelder,Acer,negundo
375,313.0,91,42,313,boxelder,Acer,negundo
376,313.0,93,279,313,boxelder,Acer,negundo
377,313.0,95,57,313,boxelder,Acer,negundo
378,313.0,97,191,313,boxelder,Acer,negundo
379,313.0,99,15,313,boxelder,Acer,negundo
380,313.0,101,76,313,boxelder,Acer,negundo
381,313.0,103,152,313,boxelder,Acer,negundo
382,313.0,107,309,313,boxelder,Acer,negundo
383,313.0,109,612,313,boxelder,Acer,negundo
384,313.0,111,574,313,boxelder,Acer,negundo
385,313.0,113,63,313,boxelder,Acer,negundo
386,313.0,115,28,313,boxelder,Acer,negundo
387,313.0,119,663,313,boxelder,Acer,negundo
388,313.0,121,175,313,boxelder,Acer,negundo
389,313.0,125,49,313,boxelder,Acer,negundo
390,313.0,127,58,313,boxelder,Acer,negundo
391,313.0,129,174,313,boxelder,Acer,negundo
392,313.0,131,382,313,boxelder,Acer,negundo
393,313.0,135,134,313,boxelder,Acer,negundo
394,313.0,137,213,313,boxelder,Acer,negundo
395,313.0,139,241,313,boxelder,Acer,negundo
396,313.0,141,45,313,boxelder,Acer,negundo
397,313.0,143,215,313,boxelder,Acer,negundo
398,313.0,145,382,313,boxelder,Acer,negundo
399,313.0,147,67,313,boxelder,Acer,negundo
400,313.0,149,19,313,boxelder,Acer,negundo
401,313.0,151,148,313,boxelder,Acer,negundo
402,313.0,153,147,313,boxelder,Acer,negundo
403,313.0,155,3,313,boxelder,Acer,negundo
404,313.0,157,494,313,boxelder,Acer,negundo
405,313.0,159,23,313,boxelder,Acer,negundo
406,313.0,161,16,313,boxelder,Acer,negundo
407,313.0,163,116,313,boxelder,Acer,negundo
408,313.0,165,15,313,boxelder,Acer,negundo
409,313.0,167,29,313,boxelder,Acer,negundo
410,313.0,169,645,313,boxelder,Acer,negundo
411,313.0,171,255,313,boxelder,Acer,negundo
412,313.0,173,20,313,boxelder,Acer,negundo
413,314.0,13,5,314,black maple,Acer,nigrum
414,314.0,19,1,314,black maple,Acer,nigrum
415,314.0,45,9,314,black maple,Acer,nigrum
416,314.0,55,4,314,black maple,Acer,nigrum
417,314.0,79,2,314,black maple,Acer,nigrum
418,314.0,103,1,314,black maple,Acer,nigrum
419,314.0,137,1,314,black maple,Acer,nigrum
420,314.0,157,1,314,black maple,Acer,nigrum
421,314.0,169,2,314,black maple,Acer,nigrum
422,314.0,171,3,314,black maple,Acer,nigrum
423,315.0,1,1,315,striped maple,Acer,pensylvanicum
424,315.0,17,1,315,striped maple,Acer,pensylvanicum
425,315.0,31,1,315,striped maple,Acer,pensylvanicum
426,315.0,61,1,315,striped maple,Acer,pensylvanicum
427,315.0,71,1,315,striped maple,Acer,pensylvanicum
428,315.0,111,1,315,striped maple,Acer,pensylvanicum
429,315.0,137,5,315,striped maple,Acer,pensylvanicum
430,316.0,1,5770,316,red maple,Acer,rubrum
431,316.0,3,349,316,red maple,Acer,rubrum
432,316.0,5,515,316,red maple,Acer,rubrum
433,316.0,7,954,316,red maple,Acer,rubrum
434,316.0,9,65,316,red maple,Acer,rubrum
435,316.0,13,5,316,red maple,Acer,rubrum
436,316.0,15,9,316,red maple,Acer,rubrum
437,316.0,17,2007,316,red maple,Acer,rubrum
438,316.0,21,3940,316,red maple,Acer,rubrum
439,316.0,25,421,316,red maple,Acer,rubrum
440,316.0,29,439,316,red maple,Acer,rubrum
441,316.0,31,906,316,red maple,Acer,rubrum
442,316.0,35,1991,316,red maple,Acer,rubrum
443,316.0,41,2,316,red maple,Acer,rubrum
444,316.0,45,1,316,red maple,Acer,rubrum
445,316.0,49,8,316,red maple,Acer,rubrum
446,316.0,53,1,316,red maple,Acer,rubrum
447,316.0,55,2,316,red maple,Acer,rubrum
448,316.0,57,909,316,red maple,Acer,rubrum
449,316.0,59,126,316,red maple,Acer,rubrum
450,316.0,61,4243,316,red maple,Acer,rubrum
451,316.0,63,1,316,red maple,Acer,rubrum
452,316.0,65,1053,316,red maple,Acer,rubrum
453,316.0,71,1240,316,red maple,Acer,rubrum
454,316.0,75,2526,316,red maple,Acer,rubrum
455,316.0,77,1,316,red maple,Acer,rubrum
456,316.0,79,6,316,red maple,Acer,rubrum
457,316.0,87,20,316,red maple,Acer,rubrum
458,316.0,93,8,316,red maple,Acer,rubrum
459,316.0,95,1040,316,red maple,Acer,rubrum
460,316.0,97,923,316,red maple,Acer,rubrum
461,316.0,111,16,316,red maple,Acer,rubrum
462,316.0,115,6144,316,red maple,Acer,rubrum
463,316.0,119,16,316,red maple,Acer,rubrum
464,316.0,127,2,316,red maple,Acer,rubrum
465,316.0,137,16015,316,red maple,Acer,rubrum
466,316.0,139,10,316,red maple,Acer,rubrum
467,316.0,141,3,316,red maple,Acer,rubrum
468,316.0,145,151,316,red maple,Acer,rubrum
469,316.0,153,147,316,red maple,Acer,rubrum
470,316.0,157,16,316,red maple,Acer,rubrum
471,316.0,159,108,316,red maple,Acer,rubrum
472,316.0,163,150,316,red maple,Acer,rubrum
473,316.0,165,2,316,red maple,Acer,rubrum
474,316.0,169,2,316,red maple,Acer,rubrum
475,316.0,171,42,316,red maple,Acer,rubrum
476,317.0,1,328,317,silver maple,Acer,saccharinum
477,317.0,3,27,317,silver maple,Acer,saccharinum
478,317.0,7,65,317,silver maple,Acer,saccharinum
479,317.0,13,164,317,silver maple,Acer,saccharinum
480,317.0,15,83,317,silver maple,Acer,saccharinum
481,317.0,19,19,317,silver maple,Acer,saccharinum
482,317.0,23,65,317,silver maple,Acer,saccharinum
483,317.0,25,12,317,silver maple,Acer,saccharinum
484,317.0,29,41,317,silver maple,Acer,saccharinum
485,317.0,35,20,317,silver maple,Acer,saccharinum
486,317.0,37,88,317,silver maple,Acer,saccharinum
487,317.0,39,8,317,silver maple,Acer,saccharinum
488,317.0,43,148,317,silver maple,Acer,saccharinum
489,317.0,45,18,317,silver maple,Acer,saccharinum
490,317.0,49,238,317,silver maple,Acer,saccharinum
491,317.0,55,392,317,silver maple,Acer,saccharinum
492,317.0,57,14,317,silver maple,Acer,saccharinum
493,317.0,59,461,317,silver maple,Acer,saccharinum
494,317.0,61,244,317,silver maple,Acer,saccharinum
495,317.0,63,2,317,silver maple,Acer,saccharinum
496,317.0,65,81,317,silver maple,Acer,saccharinum
497,317.0,67,122,317,silver maple,Acer,saccharinum
498,317.0,71,96,317,silver maple,Acer,saccharinum
499,317.0,73,4,317,silver maple,Acer,saccharinum
500,317.0,75,1,317,silver maple,Acer,saccharinum
501,317.0,79,26,317,silver maple,Acer,saccharinum
502,317.0,93,34,317,silver maple,Acer,saccharinum
503,317.0,95,8,317,silver maple,Acer,saccharinum
504,317.0,97,18,317,silver maple,Acer,saccharinum
505,317.0,99,57,317,silver maple,Acer,saccharinum
506,317.0,101,21,317,silver maple,Acer,saccharinum
507,317.0,103,33,317,silver maple,Acer,saccharinum
508,317.0,109,37,317,silver maple,Acer,saccharinum
509,317.0,115,40,317,silver maple,Acer,saccharinum
510,317.0,129,145,317,silver maple,Acer,saccharinum
511,317.0,131,4,317,silver maple,Acer,saccharinum
512,317.0,137,117,317,silver maple,Acer,saccharinum
513,317.0,139,55,317,silver maple,Acer,saccharinum
514,317.0,141,86,317,silver maple,Acer,saccharinum
515,317.0,145,33,317,silver maple,Acer,saccharinum
516,317.0,147,38,317,silver maple,Acer,saccharinum
517,317.0,151,84,317,silver maple,Acer,saccharinum
518,317.0,157,112,317,silver maple,Acer,saccharinum
519,317.0,159,61,317,silver maple,Acer,saccharinum
520,317.0,163,130,317,silver maple,Acer,saccharinum
